content
খুব বাজে একটা অ্যাপ।
"Worst experience, this app interface isn't user friendly."
it's not good
complete scam 😡
"why tf this app doing in play store, low accuracy of gps. Rated 2* but then I realized I've given too much ratings. Now its okay."
"On a 'cash on delivery', a guy from their office called on WhatsApp, pretending to be a rider, asked for an advance in his personal Bkash account, and then started talking garbage."
Joghonno service.
"I tried otp for 10 times ,every time fails"
"Shakil Ahmad ""OBHAI"" kno left korla? Aitai o ki same kaj korba? Pathao, foodie, food panda, etc der satha compete korte hola ai business plan cholbo na...."
"App quality is poor. Please don't waste your time on this app. You can try another app like... foodi, foodpanda etc."
terrible app. Not a single restaurant is open inside the app. meanwhile other food delivery apps said they are open.
fraud
Tomago baaler app khankir polara. Shondha 6.10 e order disi confirm korse 6.25 e. Khabar ready hoise 7.25 e rider amake bole rastay onek jam othocho restaurant theke amr basha 10 min er rasta jam er shujog nai. 7.50 e hothat order e cancel koira dilo. 2 ghonta boshaya rakhar mane ki?? App e dhukle load hoy na kichchu shauwar app banao tomra protarok er dol.
"it asked for otp to login, I added my number but I never receive any otp. I tried two times and then it keeps showing something went error!"
Very bad
No service
The rider asked me for money in advance in his personal bkash account. what type of delivery app is this. either don take cash on delivery orders or stop this nonsense. Complete garbage of an app
inactive app
"no customer care service.Delay delivery, i payment advance but cannot get same amount food.Very horrible."
This app is a total scam. They will consume 50-80 minutes to deliver a food. Service is really poor. They have a fixed delivery man for a region. The delivery man collects food from a lot of restaurants and deliver to multiple customers and so the food is super delayed. Their management also does not take any action on any complaints. They are so unprofessional.
can't even log in this trash app
Order delivers at late. I had to wait almost 1 hour more than the time it had mentioned.
Takes too much time to deliver the food
login e kora jay na eikhane code Ashe na Ami onk din try korchi faltu app
"not recommended, very poor service."
so bad 👎
"একটা খাবার অর্ডার করলাম, প্রায় ১ ঘন্টা হয়ে যায় এখনো খাবার হাতে পাই নাই, এতো লেট ডেলিভারি হলে কাস্টমার স্যাটিসফাই করতে পারবেন না।"
Even after trying for several times I still haven't get any OTP so that I can log in
your cart sometimes says empty I miss out on a lot of offers because of it please fix it asap.
The worst food app ever.
worst app ever. Riders are worst. do not deliver food on time. Just worst. I do not recommend anyone to order food from here.
Otp e ahse na.
"Waiting for the OTP for a long time but no OTP has come so far, Very Very much Bad App. Close this App"
Very poor and dissapponting app.After showing preparing your food for 50 minutes it says order cancelled.
"Used to be good. Now they cancel orders without notifying, even from restaurants that are within walking distance"
"The best delivery app I’ve used. Quick, easy, and affordable."
Very reliable delivery service and friendly customer support.
"Fast delivery, good customer service, and great discounts."
OTP problem
User-friendly app and great discounts. Highly recommend to everyone.
Great discounts and fast service. Khaodao is my favorite delivery app.
Love the user-friendly interface and the quick delivery times.
Best deals and reliable service. My go-to app for food delivery.
App works perfectly and the delivery is always prompt. Very pleased.
Super convenient with lots of restaurant options. Five stars!
Every order has been on time and the app is simple to use. Very satisfied.
"Amazing service, food always arrives hot and fresh. Will keep using regularly."
"Best food delivery experience so far. Fast, reliable, and very convenient."
"Quick delivery, great variety of options, and very user-friendly. Highly recommended."
Excellent app! Fast delivery and customer service always ready to help. Very satisfied!
Purai faltu..
"They’re riders are always friendly and respectful, which makes the experience even better."
Adds hidden charge at the end
it takes literally 2 hours to deliver any kind of food and there is no option to check rider's location
Too much delivery charges
"Delivery map nai, accept kore prepare korte somoy gap eta kemon. Rider active na, taderke phn kore status jante hoy, chat option thakleo useless. Overall need improvement"
I’ve discovered so many new cuisines through this app
I can always count on khaodao for getting food when I need it!
"Worst service. They delivered after 2 hrs of plaicing the order. Also, they updated the status to delivered without delivering it. Seems to be very fishy and fraudulent."
"I’m a dessert lover, and this app has some fantastic dessert options."
Worst-ever
Worst food app and discount policy in Bangladesh.. Trying 10 times for OTP...No Reply... Discount policy is a scam.. Other new apps are doing far better job in this sector..Don't download this app..
After 10 orders I'm reviewing. Tooo slow..
This app is so bad I ordered something and I paid early with my card but nvr received my food I clearly paid but they told me I haven't paid yet it took my money and nvr gave me my food if I could I would rated it in minus
Very much Delay. I ordered multiple times & each time they completed the delivery after e long time. Their riders do not pay attention to anything. They do not take any suggestions. Rubbish service.
Confusing UI. Not user friendly.
"Disgusting app.They advertising it in Facebook,but can't take order from Dhaka University.Even foodi & Foodpanda deliver here."
"Worst Delivery service ever..I ordered, Also did advanced payment then waited for 1 .5 hour....it showed my order is prepared and after 1 hour they cancelled it... Don't order using this scam app..Poor service"
"Rate is higher then restaurants, even higher then other Food delivery service app."
"One of the worst services i have experienced. They show bill before order, but the bill changes after confirming the order. Also don't have the option to cancel the order."
This is very good app
"Very cute logo,, interface is quite easy to handle,, but it's a long way to development,, have great hope for the future"
Good app
The reordering feature is good! I can quickly get my favorite meals without having to search for them every time.
Gd apps
Very bad service. Delivered food too much late.
অনেক্ষন যাবত চেষ্টা করেও লগইন করতে পারছিনা
This app is perfect for food enthusiasts
Worst experience ever. Never gonna order from them again 🤬
overall good experience but need to improve.. cuz some they are some bugs/glitches
Worst service ever. I've been waiting for 3 hours still no response
Good performance... Nice work...
Delivery is too first I like the service is too good and very happy for this type of service I give you five star rating and also appreciate.
Don’t waste time installing this. It's 10 am and all the restaurants are closed.
Awesome Service
Best ❤️
Good app
Very slow app n not very user friendly. Items are very small n difficult to see
ami onkdin dhore khaodao use kori and eder service khub valo
"Easy to use and lots of restaurant options. Sometimes deliveries are late, but overall good.👍"
Etc.
"Sometimes there are issues with missing items, but usually resolved quickly. Keep it up!!👍"
Didn't like the new update
They informed me that the food is not available after 1 hour of ordering the food!
Khaodao khubi valo ekta food delivery service company.
"One of the most bad app I ever install in my phone this app didn't support COD,bikash or card when other app provide all of this feature"
"Never order from this app. They are fraudulent and unprofessional. They cancel orders without delivering them, claiming the customer is unreachable after just giving a missed call👎👎"
Cannot give service at my area.lol
Most of the riders are well mannered
Ordered pizza 2 days in a row. Delivery on time. Totally satisfied. Packaging should be upgraded.
User-friendly interface. Customer service could be better.
Service was very worst. Cancelled order without any notice
9. KhaoDao's vegetarian options are just as delicious as their meat dishes - a win for vegetarians like me!
Ordering from KhaoDao is like having a gourmet restaurant experience right at home!
KhaoDao's vegetarian options are just as delicious as their meat dishes - a win for vegetarians like me!
I'm grateful for KhaoDao's reliable and efficient service - they've become my go-to for weekday dinners.
"With KhaoDao, I can enjoy a delicious meal without the stress of meal planning or grocery shopping - it's a time-saver!"
KhaoDao's commitment to diversity and inclusion is reflected in their menu options - there's something for everyone.
I'm impressed by KhaoDao's seamless ordering process and efficient delivery - it makes my life so much easier.
KhaoDao's commitment to food safety and hygiene gives me peace of mind when ordering from them.
"KhaoDao's food always arrives hot and fresh, even on the busiest nights - I'm impressed every time."
I've recommended KhaoDao to all my friends and coworkers - it's become our go-to for lunchtime cravings.
"I've tried many food delivery services, but KhaoDao's attention to quality sets them apart."
"KhaoDao's delivery radius is impressive - no matter where I am, I can count on them for a delicious meal."
Khaudau
Khaudau you rock
They took the order from the app then called from phone and said they cannot deliver. Why did I waste my time on this even! Moreover they have online payments. Wow never ordering again
khaudau you rock
Very slow. Popular restaurants not available.
Faster delivery
Good seevice
User Friendly
Faster delivery
Why is it not available in Chittagong?
Literally bad. I've ordered a meal and 15 minutes gone- no update or something on the order if it's accepted or not. They don't have any cancel option either. I had to manually call the call center and cancel the order. Bad service.
Worst service ever.Dont order anything from here.
Worst experience ever.
Delivery charge onk rakhe Khabar er thika delivery charge besi
100tk discount with delivery charge 80tk. From same stote pathao delevery charge is only 30tk.
Don't have coverage in Bashundara area still the ads are coming everywhere and they showing the ads with location. After signing up they saying my area is not under coverage. Disappointing.
"KhaoDao, you rock"
"bravo, khaoDao, bravo"
"Bravo, khaoDao, bravo"
"KhaoDao, you rock"
"KhaoDao, you rock"
"Bravo, KhaoDao, Bravo"
"KhaoDao, you rock."
"Bravo, KhaoDao, bravo"
"KhaoDao, you rock"
"KhaoDao, you rock"
"Bravo, khaodao, bravo"
"Bravo, KhaoDao, bravo"
"KhaoDao, you rock"
Worst food service and management system in town.
Khaodao is a time- Sever
Great food ; fast delivery
Great food ; fast delivery
"Great food ,Fast delivery"
"KhaoDao, you rock"
"KhaoDao, you rock"
"Bravo, khaoDao, bravo"
"KhaoDao, you rock"
"KhaoDao, you rock"
"KhaoDao, you rock"
KhaoDao you rock
Khaodao you rock
Always on point khaodao
Good service
"Great food,Fast delivery"
Nice app ..must be practice
Very good. Always have some discount
Good to order
Quick easy and delicious
Good food
"Quick,Easy And Delicious"
Khaodao you are a life saver
Khaodao is your rocks.
Khaodao you are rock
"Khaodao, your rock."
"Quick, Easy And Delicious"
Poor App..too much slow delivery
Khaodao you rock
Easy to order and get discount
"Khaodao, you rock"
Good process
Khaodao you rock
"Quick, easy and Save"
"Quick,easy and first"
nice
Khao dao your a games changer
Khaodau is a time -saver
"Quick, easy and First"
Quick.easy and delicious
Quick easy and delicious
"Quick,easy,and delicious"
"Quick, easy and delicious"
"Quick,easy and delicious"
Khaodao never fails to impress
Khaodao is my foodie paradise
"Khaodao, you're a lifesaver."
Khaodao is my foodie paradise
অনেক ডিস্কাউন্ট অফার করে।
"I'm receiving No otp, this app is a joke"
Baler app...
"As soon as you enter this app, it asks for location access. Even after giving that access, you have to manually select the location while confirming the order. Though we have to manually select the location, why does it want location access at the beginning? It's a very suspicious matter."
Waiting for almost 1 and half hours for the food. Absolutely ridiculous!!!!
This is so much irritating when a notification comes and it's vibrate! Please remove this vibrate option or give a setting option where user can manually choose that they want this vibrate option or not!!
Worst App. They don't know how to do business. Don't waste your time installing this app.
"Delivered food was half eaten, when called the help center they defended thier rider"
"Delivery people are the most lazinest, few restaurants, no options to complain about bad food."
Totally fake app. No restaurant are available here. Don't download and waste your 2 mins.
fraud.
it doesn't even show any food... it's a scam app. don't install it
Bro this app is a scam!!!
Expand your area to hazaribagh...
Very good. Always have some kind of discount. I faced no glitch or bugs. But the ui is outdated
ভালো অ্যাপ অনেক ডিসকাউন্ট দেয়
What the f$$* is this
Super Trash App!. Do not download it. It sucks.
"First of all Their promo code are too much nonsense ..Too much delivery charge, Which is very disappointed Also take too much time to delivered good"
"Wow,Very G❤️❤️D App"
"Regrettably, we do not have any restaurant in Bhola. Please solve this"
Worst app don't install it ngt works ND the delivery charges r half the price of the foods dlt this app
Totally disgusting
Blank page load kore ekhono. Offer diye lav ki jodi app ekhono incompleted thake!?
Best app for nothing in the world
WORST SERVICE EVER. SCAM OFFERS.
I gave the order...the distance from the resturant is around a 15 min walk...But the order took me around 1 hour to get. 20 mins after ordering my rider contacts me and asks me if my order confirm? Then after around 40 mins I get my order. All these and a 50 tk service charge Not recommended Foodpanda is better
Horrible experience
Delivery time is too much delayed. Please improve this.
wrost
So bad
Absolutely rubbish. Very unprofessional delivery man & customer service. Also lot of issues with app. Will never use this again.
"very poor servese, not available for all area"
code send failed
Why my address is unavailable? It is 22 no ward in Dhaka
add a feature to pre order food before restaurant opening
🤣🤣🤣🤣 bro street food also having online apps now... Create restaurant all over the country first. Then think about this app. You don't have any service in maximum places in the country. Who do you think will download the app?? Stupid.
"Horrible service, i got my delivery after 2 hours. Fake promotions as well 😑😑😑"
"Food delivery was late more then 1.5 hours!! In the app, the rider is showing the food is already delivered. N customer care doesn't pick the calls!!"
Ami akta kachchi order korte chailam bt amr location naki avilable na dekhai....i think its scams
worst app ever.
"Never come to any use, totally a useless scattered app."
They are not what the say. I installed the app and looked for offers. But they don’t have it. Just hoax.
Third class app and service
"I placed my order before lunch, but no rider picked it up. About two hours later, a rider was assigned. I called him around 10 times, but he didn't answer. In the evening, around four hours later, the rider canceled, citing ""Customer wants to cancel"" as the reason. Meanwhile, I tried to contact customer care, but they showed no remorse, stating that the delay was expected due to rush hour."
খুবই বাজে। বিজ্ঞাপনের সঙ্গে অফারের কোনো মিল নেই । খুবই বাজে। ইনস্টল করেও অনইনস্টল করতে বাধ্য হলাম।
Distance is less than a kilometre but they can't deliver 🤣🤣
0000000 Kuttae baccha.
Don't install this app because they will deceive you.
This app asks advance for cash on food delivery
Fake marketing... Totally useless. Only GUI is good.
"Uninstalled because this app shows it's unavailable in my area (Basila, Mohammadpur). Please widen your service range. foodpanda have been doing delivery here just fine."
Worst food delivery app I ever used. Delivery man called me 2.5 hours later to deliver my parcel.
Totally Batbari Kew ai apps install korben na.
scam & fake never trused this apps.
Scam and fraud.
worst food delivery app ever. Don't ever use it.I said Just don't
Faltu Download koiren na
"পুরায় ফালতু মাকেটিং, ৫০% এর কথা বলে ১৫০ টা ছাড় মাত্র, আবার রেষ্টুরেন্ট খুজে পাওয়া যায় না।"
Bad Delivery Service! I ordered at 12.27 PM got it on 4 PM 😔
One of the worst service i have ever had. Big dislike
120taka off e kivabe 50% discount hoy???
Fake apps
stupid app
"Unimaginably bad service. They promised a 50% discount on Sultan Dine and did a heavy amount of promotion, but when the time came, the promo codes were totally useless. I still prefer Foodpanda cause they are better with their service even though they offer relatively less discounts. Leaving this app, and never coming back again"
"I don't find any good restaurant in this app like bfc, they need to improve a lot"
ফালতু কোনো অ্যাপ থাকলে এটা এক্তাম কেউ ইনস্টল করোনা ভাই
Cheap and fake marketing... Never gonna install the app
Terrible app. Plz don’t order from here. You will suffer & lose your valuable time 😑
Scam
Good
Totally fraud and disgusting app
Faltu akta app
"Worst food delivery app, food order korle bar bar cancel kora hoy, are reason dey call reach hoy nah aro koto ki, then resturant e offer diye rakhe then order korle bole restaurant naki closed. Worst app ever. 5 star dilam jate shobai jante paren ei baje app er somporke"
"There are no bad apps like this anywhere, don't forget to install it"
Limited service area
Faltuh kono restaurants ei nai
"Takes long delivery time, breaks every commitment"
Worst app ever took more than 2 hours to even respond and didn't even receive my order. Foodpanda is thousands times better
They first accept the order and then show the excuse of lack of logistics and canceled my order. Very disappointing
"Need to add more restaurants, and should expand the coverage area."
buggy app. unusable.
Faltu....
Disgusting service
I've waited for 2 hours then they canceled the order 😡😡😡😡😡
ফালতু একটা এপ্স। কেউ নামায়েন না।
